N/N	Stiffness	N	Strain	Stress								
0,459116173257326	0,567254806977401	9000	0,548671856475594	0,454541624984513	--	--	--	--	--	--	--	
0,460990116821642	0,581952579958429	9000	0,60463790166687	0,475219424982067	--	--	--	--	--	--	--	
0,462864060385957	0,585373601422445	10000	0,712183416569529	0,571927638430392	--	--	--	--	--	--	--	
0,464738003950273	0,582068927644328	10000	0,770689194755466	0,641366405834782	--	--	--	--	--	--	--	
0,466611947514589	0,578542154534916	10000	0,826016894461711	0,682603244984992	--	--	--	--	--	--	--	
0,468485891078904	0,57347130099874	10000	0,870250279710534	0,732537290101904	--	--	--	--	--	--	--	
0,47035983464322	0,582526407938243	10000	0,907586141286472	0,763796821096328	--	--	--	--	--	--	--	
0,472233778207535	0,581546477260617	10000	0,916893223307428	0,767883311909099	--	--	--	--	--	--	--	
0,474107721771851	0,570687735308723	10000	0,924862371799537	0,765441868375789	--	--	--	--	--	--	--	
0,475981665336167	0,585785551036811	10000	0,915564285156558	0,751065937963161	--	--	--	--	--	--	--	
0,477855608900482	0,57710278520351	10000	0,876930248497959	0,732771737981551	--	--	--	--	--	--	--	
0,479729552464798	0,563103375960107	10000	0,842131508366492	0,695606300030878	--	--	--	--	--	--	--	
0,481603496029114	0,572148916537501	10000	0,801779065775047	0,654381476683798	--	--	--	--	--	--	--	
0,483477439593429	0,565707128329728	10000	0,748979293970823	0,60664492635298	--	--	--	--	--	--	--	
0,485351383157745	0,571676949163687	10000	0,68341814852957	0,554087803469402	--	--	--	--	--	--	--	
0,48722532672206	0,582851207207515	10000	0,632403010462102	0,508807227410568	--	--	--	--	--	--	--	
0,489099270286376	0,575826460840384	10000	0,57393143426407	0,464910704209745	--	--	--	--	--	--	--	
0,490973213850692	0,57189457865803	10000	0,520452945124242	0,428801818622543	--	--	--	--	--	--	--	
0,492847157415007	0,567821997954468	10000	0,480656297964469	0,387086862282722	--	--	--	--	--	--	--	
0,494721100979323	0,567569907343026	10000	0,450568125910586	0,374331388668735	--	--	--	--	--	--	--	
0,496595044543639	0,583645838249458	10000	0,434719006088196	0,362336263899226	--	--	--	--	--	--	--	
0,498468988107954	0,584736531558274	10000	0,449129887068892	0,37211461271019	--	--	--	--	--	--	--	
0,50034293167227	0,574366771172082	10000	0,473511911444422	0,38595067029389	--	--	--	--	--	--	--	
0,502216875236585	0,565370199136809	10000	0,493486649026867	0,413503745179126	--	--	--	--	--	--	--	
0,504090818800901	0,580299793532579	10000	0,533171961777379	0,450684831617581	--	--	--	--	--	--	--	
0,505964762365217	0,565951944640897	10000	0,59070243652937	0,469976063821564	--	--	--	--	--	--	--	
0,507838705929532	0,596546453909526	10000	0,631018017496679	0,512610927693911	--	--	--	--	--	--	--	
0,509712649493848	0,583117468159616	11000	0,743540954330723	0,610696487505488	--	--	--	--	--	--	--	
0,511586593058163	0,569751936681136	11000	0,805824296141883	0,664723171055385	--	--	--	--	--	--	--	
0,513460536622479	0,565769467048781	11000	0,855534200840995	0,704931681007642	--	--	--	--	--	--	--	
0,515334480186795	0,584705585920119	11000	0,900931733198022	0,74683330145186	--	--	--	--	--	--	--	
0,51720842375111	0,580255890380034	11000	0,938127386543395	0,77617728987779	--	--	--	--	--	--	--	
