Crack_length,Load,u,Specimen_name
70.61063,112.703324,13.959724,
70.61063,112.808509,13.968885,
70.61063,112.843571,13.987977,
70.61063,112.798491,13.994219,
70.61063,112.202442,14.022187,
70.85496,112.022125,14.022876,
70.85496,112.923712,14.027578,
70.85496,111.906922,14.042779,
71.09928,112.708333,14.067788,
71.09928,112.392777,14.088258,
71.09928,112.768438,14.091136,
71.09928,112.362724,14.091379,
71.09928,112.162372,14.134467,
71.09928,112.177398,14.135277,
71.34361,112.497962,14.13621,
71.34361,112.512989,14.144033,
71.34361,112.417821,14.165516,
71.34361,112.047169,14.178568,
71.34361,112.017116,14.199929,
71.34361,112.317645,14.212657,
71.34361,112.462901,14.21367,
71.34361,112.452883,14.231059,
71.58794,112.6332,14.250435,
71.58794,112.047169,14.267054,
71.58794,112.332672,14.27512,
71.58794,112.698315,14.288983,
71.58794,111.987063,14.29559,
71.58794,111.886887,14.321775,
71.58794,111.926958,14.328828,
71.58794,112.207451,14.34269,
71.58794,112.648227,14.351851,
71.58794,112.012107,14.367051,
71.58794,111.741632,14.3844,
71.58794,112.12731,14.393682,
71.83227,112.107275,14.407058,
71.83227,111.811755,14.421975,
71.83227,112.072213,14.433689,
71.83227,112.573095,14.448363,
71.83227,112.46791,14.460726,
71.83227,112.347698,14.471143,
71.83227,112.047169,14.486789,
72.07659,111.771684,14.497125,
72.07659,111.691543,14.511839,
72.07659,111.886887,14.525175,
72.07659,111.636446,14.537416,
72.07659,111.561314,14.545644,
72.32092,111.906922,14.567857,
72.32092,112.072213,14.577423,
72.32092,111.861843,14.586989,
72.32092,111.656482,14.60523,
72.32092,111.626429,14.618606,
72.32092,111.566323,14.626105,
72.32092,111.541279,14.642561,
72.56525,111.957011,14.649939,
72.56525,111.035389,14.669557,
72.56525,111.230732,14.68192,
72.56525,111.596376,14.69481,
72.56525,110.579587,14.712199,
72.56525,111.120539,14.720508,
72.56525,110.64971,14.73429,
72.56525,110.714825,14.75026,
72.56525,110.975283,14.759218,
72.56525,110.960257,14.774135,
72.56525,110.815001,14.790754,
72.56525,110.614648,14.806684,
72.56525,110.259023,14.81475,
72.56525,109.963503,14.835949,
72.80958,110.399269,14.841462,
72.80958,110.434331,14.857311,
72.80958,110.088723,14.873038,
72.80958,110.294084,14.881875,
72.80958,110.18389,14.896994,
72.80958,109.63793,14.905992,
73.05391,110.208934,14.918558,
73.05391,110.023608,14.939879,
73.05391,110.264031,14.944743,
73.05391,110.038635,14.959781,
73.05391,109.743115,14.978021,
73.05391,110.138811,14.987182,
73.29823,109.783185,14.99918,
73.29823,109.8483,15.014502,
73.29823,110.249005,15.027919,
73.29823,109.622903,15.045227,
73.29823,109.582833,15.052807,
73.29823,109.718071,15.066142,
73.29823,109.477648,15.078019,
73.54256,109.377471,15.092449,
73.54256,109.377471,15.098975,
73.54256,109.512709,15.118999,
73.54256,109.517718,15.135456,
73.54256,109.632921,15.132781,
73.78689,109.532745,15.160019,
73.78689,109.457612,15.173234,
73.78689,109.417542,15.183043,
73.78689,109.08696,15.200878,
73.78689,109.016837,15.202296,
74.03121,109.167101,15.226009,
74.03121,109.287313,15.240925,
74.03121,109.21218,15.247492,
74.03121,109.272286,15.263503,
74.03121,108.926678,15.280081,
74.03121,109.026854,15.292687,
74.03121,108.806467,15.310117,
74.03121,108.566043,15.316643,
74.27554,108.180365,15.330019,
74.27554,108.520964,15.347692,
74.27554,108.010065,15.353083,
74.27554,108.390735,15.366257,
74.27554,108.07518,15.386605,
74.51987,108.375709,15.397144,
74.51987,108.085197,15.410277,
74.51987,107.874827,15.433746,
74.51987,107.789677,15.437962,
74.51987,108.065162,15.45223,
74.51987,108.015074,15.470592,
74.51987,107.539237,15.477928,
74.51987,107.534228,15.494466,
74.51987,107.31384,15.503059,
74.51987,107.318849,15.517084,
74.7642,107.409007,15.530339,
74.7642,107.178602,15.539621,
74.7642,106.918144,15.554213,
74.7642,106.908126,15.568725,
74.7642,106.602588,15.582425,
74.7642,106.878073,15.592437,
74.7642,106.757862,15.606705,
75.00852,106.522447,15.622311,
75.00852,106.457333,15.636862,
75.00852,106.522447,15.651009,
75.00852,106.843011,15.656035,
75.00852,106.026575,15.672451,
75.00852,106.30206,15.687692,
75.00852,106.757862,15.695799,
75.00852,106.607597,15.713026,
75.00852,106.532465,15.727091,
75.25285,106.953205,15.735847,
75.25285,106.822976,15.754208,
75.25285,106.362165,15.763572,
75.25285,106.462342,15.778448,
75.25285,106.732818,15.794297,
75.25285,106.687738,15.807795,
75.25285,106.522447,15.818009,
75.25285,106.602588,15.834061,
75.25285,106.34213,15.848491,
75.25285,106.026575,15.860246,
75.25285,106.672712,15.872406,
75.25285,106.622624,15.883553,
75.25285,106.737826,15.898956,
75.25285,106.502412,15.91671,
75.25285,106.547491,15.923236,
75.25285,106.717791,15.940787,
75.49718,106.742835,15.951245,
75.49718,106.7228,15.965067,
75.49718,106.211901,15.983875,
75.49718,106.84802,15.988941,
75.49718,106.522447,16.002196,
75.49718,106.672712,16.018977,
75.49718,107.158567,16.027732,
75.49718,106.883082,16.044108,
75.49718,106.642659,16.057079,
75.49718,106.802941,16.068307,
75.49718,106.913135,16.083751,
75.49718,106.532465,16.09891,
75.49718,106.928161,16.108152,
75.49718,106.522447,16.121123,
75.74151,106.84802,16.139282,
75.74151,107.098461,16.145565,
75.74151,106.5525,16.164251,
75.74151,106.963223,16.17248,
75.74151,107.123505,16.186099,
75.74151,106.447315,16.20284,
75.74151,106.692747,16.211555,
75.74151,106.817967,16.226349,
75.74151,106.883082,16.24236,
75.74151,106.868056,16.245684,
75.74151,106.612606,16.265424,
75.98583,106.577544,16.279246,
75.98583,106.903117,16.29169,
75.98583,106.176839,16.307093,
75.98583,106.081672,16.322942,
75.98583,106.567527,16.332062,
75.98583,106.266998,16.348681,
76.23016,105.741072,16.364611,
76.23016,106.958214,16.370205,
76.23016,106.282024,16.384757,
76.23016,106.492394,16.388445,
76.23016,105.856275,16.419008,
76.47449,106.091689,16.442315,
76.47449,106.607597,16.456056,
76.47449,106.407245,16.448395,
76.47449,106.777897,16.471297,
76.47449,105.490632,16.499103,
76.47449,106.327104,16.492334,
76.47449,105.295288,16.512925,
76.47449,106.146786,16.50794,
76.47449,106.181848,16.537854,
76.47449,105.570773,16.546609,
76.47449,105.555746,16.559823,
76.71882,106.282024,16.571335,
76.71882,106.116733,16.580942,
76.71882,106.236945,16.591116,
76.71882,105.731055,16.621273,
76.71882,105.600826,16.62561,
76.71882,105.841249,16.629704,
76.71882,105.871302,16.651066,
76.71882,105.781143,16.662294,
76.71882,106.307068,16.672873,
76.71882,105.891337,16.69014,
76.71882,106.322095,16.699625,
76.71882,105.846257,16.713893,
76.71882,105.475605,16.730269,
76.96314,106.181848,16.738092,
76.96314,105.435535,16.75536,
76.96314,105.520685,16.767844,
76.96314,105.711019,16.78195,
76.96314,105.595817,16.79788,
76.96314,106.106716,16.804974,
76.96314,104.924636,16.824227,
76.96314,105.525693,16.832091,
76.96314,105.109962,16.851061,
77.20747,105.610843,16.863018,
77.20747,104.659169,16.883042,
77.20747,104.899592,16.885028,
77.20747,105.104953,16.901364,
77.20747,105.270244,16.918793,
77.20747,105.104953,16.931278,
77.20747,104.869539,16.941127,
77.20747,105.385447,16.954869,
77.20747,105.58079,16.966137,
77.20747,105.215147,16.989647,
77.20747,105.345376,16.993741,
77.20747,105.315323,17.007279,
77.20747,105.260226,17.024547,
77.4518,105.420508,17.034761,
77.4518,105.565764,17.047327,
77.4518,105.645905,17.058352,
77.4518,105.79116,17.06881,
77.4518,105.515676,17.088915,
77.4518,105.555746,17.101642,
77.4518,105.746081,17.110884,
77.4518,105.660931,17.125639,
77.4518,105.550737,17.142704,
77.4518,106.086681,17.1485,
77.4518,105.851266,17.161471,
77.6961,105.2452,17.177076,
77.6961,106.181848,17.187777,
77.6961,105.746081,17.205856,
77.6961,106.096698,17.217408,
77.6961,105.675958,17.231352,
77.6961,105.841249,17.245498,
77.6961,105.605834,17.251943,
77.6961,106.001531,17.272656,
77.6961,106.146786,17.284775,
77.6961,105.926398,17.294706,
77.6961,105.620861,17.31396,
77.6961,105.841249,17.328998,
77.6961,105.986504,17.336375,
77.6961,105.450561,17.350846,
77.6961,105.841249,17.365965,
77.9405,105.846257,17.378409,
77.9405,105.545729,17.388218,
77.9405,105.545729,17.402203,
77.9405,105.761108,17.417362,
77.9405,105.650914,17.435279,
77.9405,105.465588,17.442696,
77.9405,105.45557,17.455708,
77.9405,105.79116,17.475205,
77.9405,106.066645,17.48396,
77.9405,105.590808,17.498228,
77.9405,106.006539,17.509942,
77.9405,106.021566,17.521292,
77.9405,106.051619,17.543626,
78.1848,106.191866,17.549382,
78.1848,106.016557,17.563407,
78.1848,106.497403,17.579093,
78.1848,105.75109,17.587727,
78.1848,106.30206,17.600617,
78.1848,106.347139,17.611602,
78.1848,105.66594,17.628342,
78.1848,106.111725,17.636368,
78.1848,105.996522,17.654811,
78.1848,106.181848,17.667336,
78.4291,106.036592,17.676173,
78.4291,106.116733,17.695751,
78.4291,106.126751,17.702074,
78.4291,106.166822,17.719706,
78.4291,105.986504,17.73438,
78.4291,105.811196,17.739487,
78.4291,105.806187,17.762997,
78.6734,105.986504,17.773617,
78.6734,105.941425,17.783426,
78.6734,106.211901,17.800126,
78.6734,106.186857,17.816826,
78.6734,105.846257,17.826959,
78.6734,106.417262,17.839606,
78.6734,105.996522,17.846821,
78.6734,105.96146,17.86421,
78.6734,106.031584,17.877627,
78.6734,105.816205,17.890112,
78.6734,106.041601,17.905393,
78.6734,105.776134,17.923755,
78.6734,105.706011,17.933929,
78.6734,105.545729,17.946657,
78.6734,105.811196,17.961006,
78.9178,105.726046,17.971342,
78.9178,105.45557,17.991001,
78.9178,105.685975,17.998986,
78.9178,105.66594,18.012606,
78.9178,105.475605,18.025212,
78.9178,105.600826,18.037331,
78.9178,105.846257,18.05237,
78.9178,105.695993,18.064124,
79.1621,105.821213,18.076933,
79.1621,105.79116,18.08881,
79.1621,105.931407,18.105145,
79.1621,105.746081,18.117954,
79.1621,105.771125,18.12525,
79.1621,105.766116,18.145395,
79.1621,105.706011,18.157191,
79.1621,106.201883,18.166635,
79.4064,105.731055,18.182687,
79.4064,106.086681,18.192334,
79.4064,105.685975,18.208547,
79.4064,105.981495,18.224356,
79.4064,105.610843,18.231368,
79.4064,105.360402,18.246812,
79.4064,105.675958,18.265295,
79.4064,105.460579,18.276239,
79.4064,104.764354,18.291075,
79.4064,105.280261,18.312882,
79.6507,105.711019,18.28313,
79.6507,105.510667,18.326096,
79.6507,105.230173,18.34231,
79.6507,105.485623,18.361645,
79.6507,104.774371,18.370724,
79.6507,105.275253,18.376602,
79.6507,105.215147,18.386533,
79.6507,104.548975,18.410123,
